#,color,size,content
458,128G 远峰蓝色,套装一：搭配 90天品胜碎屏保障,"外形外观：挺好的，很圆润，也不会烙手
屏幕音效：声音很大，音效很好
拍照效果：就拍了2张还没感觉
运行速度：：相当快"
459,256G 石墨色,套装一：搭配 90天品胜碎屏保障,"外形外观：漂亮
屏幕音效：非常喜欢
拍照效果：很棒
运行速度：很快
待机时间：一天半"
460,256G 金色,套装二：搭配 20W原装闪充,发货速度很快很快，查过序列号，也没有激活过。是，前屏跟后屏也都没有问题，安全下车，放心啦。机子用起来很流畅，暂时没出现发热状态，很好用。13香。
461,256G 石墨色,套装三：搭配 12期白条免息,"外形外观：好看，大气
屏幕音效：清晰
拍照效果：好，清晰
运行速度：快"
462,256G 石墨色,套装二：搭配 20W原充头,古德古德    背面磨砂很舒服  摄像头也挺好的   颜值在线
463,256G 远峰蓝色,套装一：搭配 90天碎屏保障,没有瑕疵，用这挺舒服的，ppi好像460多，屏幕显示极其细腻，120自适应高刷体验非常棒，期待14p会有啥升级
464,256G 远峰蓝色,套装一：搭配 90天品胜碎屏保障,是真品，手机非常好用，原神能开120帧，太牛了，13香啊
465,128G 银色,套装二：搭配 20W原充头,"外形外观：选的白色，大气，特好看
运行速度：特快
待机时间：刚收到，还没正式使用"
466,256G 石墨色,套装二：搭配 20W原装闪充,手机还行，信号是真的差。
467,256G 石墨色,套装三：搭配 12期白条免息,全新正品国行未激活 手机也没问题 很好的一次购物体验
468,256G 远峰蓝色,套装二：搭配 20W原装闪充,苹果13pro收到了 外观很大气 颜色很绅士 功能强大 特别喜欢这个三个摄像头的样子 上手容易 运行速度超快
469,256G 金色（享一年延保）,套装三：搭配 12期白条免息,外观好看 很小巧 好用 很惊喜喜欢的很
470,256G 金色,套装一：搭配 90天品胜碎屏保障,"正版，已经是第二次购买了
外形外观：宝贝收到后很满意，外形颜色也很喜欢，挑选好多家，果然没看错，希望把好物分享给大家??
屏幕音效：宝贝确实很棒，个人非常喜欢，朋友也说好来着，推荐购买
拍照效果：真的超级喜欢，质量非常好，与卖家描述的一致！
待机时间：每一次都很满意，这次选的宝贝更加满意，以后还会一如既往地买下去"
471,256G 金色,套装一：搭配 90天品胜碎屏保障,"对象送的春节礼物?手感比12重一些，很有质感，操作很丝滑，香槟色配磨砂背板真的太好看了，有光的时候会透出金色，没有强光的时候看着就像白色，有种鎏金白的感觉，无敌赞啊！！！
拍照巨6，我不带眼镜的时候就拿这个手机当望远镜使了，百米清晰不在话下，而且春节物流也好快，下午买的第二天早上就到了，超级无敌赞，官网约了一个月的白色都没出库，还是京东方便(?&bull;?&omega;&bull;?)???(ゝ&omega;?&acute;★)"
472,128G 远峰蓝色,套装一：搭配 90天品胜碎屏保障,"帅还真全新 高级的手机 虽然很贵 但是非常建议购买 金色也很好看
屏幕音效：非常好
拍照效果：顶级
运行速度：无敌"
473,128G 石墨色,套装一：搭配 90天品胜碎屏保障,像素清晰   反应贼快，  是正品价格合适。嗯，在京东上买的，配送速度非常快，用的是京东物流。然后拆开包装，还好。感觉还行吧。岁月。推荐大家在这里买。就这样吧。加油加油加油。
474,256G 苍岭绿色,套装一：搭配 90天碎屏保障,特意用了几天来评价，这个颜色很奈斯，清爽，屏幕很高清，拍照拍视频也很清晰，手机反应也还可以，用来做直播不卡
475,128G 银色,套装一：搭配 90天品胜碎屏保障,对象送的春节礼物?手感比12重一些，很有质感，操作很丝滑，香槟色配磨砂背板真的太好看了，有光的时候会透出金色，没有强光的时候看着就像白色，有种鎏金白的感觉，无敌赞啊！！！拍照巨6，我不带眼镜的时候就拿这个手机当望远镜使了，百米清晰不在话下，而且春节物流也好快，下午买的第二天早上就到了，超级无敌赞，官网约了一个月的白色都没出库，还是京东方便(?&bull;?&omega;&bull;?)???(ゝ&omega;?&acute;★)
476,256G 石墨色（享一年延保）,套装二：搭配 20W原装闪充,"到货很快 客服回复速度也快
手机本身肯定没话说 毕竟快1W 
店铺送了延保一年 很实用
主要是妈妈收到礼物非常开心?"
477,256G 石墨色（享一年延保）,套装二：搭配 20W原装闪充,手机已收到，质量很好，体验不错。值得信赖！
478,256G 石墨色,套装一：搭配 90天品胜碎屏保障,手机全新未拆封，屏幕很大，屏幕很清晰   外观漂亮，质量很好，手感不错
479,128G 石墨色（享一年延保）,套装二：搭配 20W原装闪充,"一如既往的好，用习惯了苹果，
卖家发货速度很快，收到第一时间验机，没任何问题！
这次换了128的，足够用，运行速度明显比12有提升。"
480,256G 银色,套装一：搭配 90天碎屏保障,发货很快，iPhone13pro性能强劲，120hz高刷屏很丝滑，做工一流，银色绝美，不愧是苹果目前最强的旗舰机，十分满意
481,远峰蓝色,256GB,手大，应该买max，后悔了?
482,远峰蓝色,256GB,收到货了，啊，真香!长焦镜头yyds，拍照，拍视频绝了，个人也是非常喜欢拍照啥的。镜头很大要比之前用的11大好多，凸出的感觉好高，但这并不影响，问题不大，哈哈。嗯，nice 外观没得说好看。系统还是一样的丝滑。双扬听歌看视频都很舒服，音质很好。待机时间个人感觉还是有点短。
483,远峰蓝色,256GB,好评，手机很好用，一直用苹果机，一如既往地喜欢。
484,远峰蓝色,256GB,"外形外观：好看
屏幕音效：好听
拍照效果：不错"
485,远峰蓝色,256GB,正品，很好，用过了才来评价的
486,远峰蓝色,256GB,一波三折，一直不发货，下了订单一直等，等待过程中降价，特价商品不能保价。然后退单再下订单，临近618又降价，来回退了好几次，还好买到了最~！
487,远峰蓝色,256GB,还不错，没有提前激活
488,远峰蓝色,256GB,使用起来相当完美，很满意
489,远峰蓝色,256GB,"快递速度快，手机性能好没有异常
外形外观：美观
屏幕音效：声音无杂质
拍照效果：十分清晰
运行速度：很快
待机时间：电池续航能力强"
490,远峰蓝色,256GB,此用户未填写评价内容
491,远峰蓝色,256GB,手机没得说，必须好评，只要不上手没问题，基本就放心了，瑕疵率还是比较低的，品控值得相信，
492,远峰蓝色,256GB,回购
493,远峰蓝色,256GB,正品无疑了，确实苹果系统流畅度是没问题的
494,远峰蓝色,256GB,此用户未填写评价内容
495,远峰蓝色,256GB,犹豫了很久一直没买，刚好又降价100元，买了之后又涨回去了，13P就是好看。
496,远峰蓝色,256GB,手机已用上，刚刚的！
497,远峰蓝色,256GB,质量不错，京东速度杠杠滴！期待iPhone14
498,远峰蓝色,256GB,当然很好了，当然满意了
499,远峰蓝色,256GB,水货手机
500,远峰蓝色,256GB,用起来丝滑顺畅
501,远峰蓝色,256GB,送人的，目前用着还可以
502,远峰蓝色,256GB,手机收到用上已经很久了，当然没有在它最优惠的时候买上，颜色喜欢，各方面都喜欢，推荐大家购买
503,远峰蓝色,256GB,不错，13p手感很不错
504,远峰蓝色,256GB,O，好东西呀，太好了
505,远峰蓝色,256GB,物流挺快，包装一般
506,远峰蓝色,256GB,有划痕，掉漆，别的都还好，本来想换，我老公说凑合用吧，物流还是很快，客服解决问题速度慢，
507,远峰蓝色,256GB,很香
508,远峰蓝色,256GB,"外形外观：外观好看，轻薄，max太大，这个刚刚好

屏幕音效：屏幕妥妥的，没得说

拍照效果：拍照比不上安卓，或者说各有胜负，但是拍视频真的是碾压安卓
运行速度：快如闪电，安卓回不去了
其他特色：没有返回键是缺点"
509,远峰蓝色,256GB,机器很好，是正品，体验感十分好
510,远峰蓝色,256GB,一分价钱一分货。挺好的
511,远峰蓝色,128GB 原装20W闪充,13香，真的香，卖家很好，送了一堆东西。第一次从安卓区过来，真心发表个人感想，首先13pro的续航真的太好用了，和之前用的四五千毫安电池的安卓机真就五五开了，牛！而且虽然像素低，但就是靠着顶级的算完美发挥，我真不敢相信这是1600像素拍出来的照片，最后就是整体体验非常好。但不得不说，苹果手机打字还有点不习惯，真得花点时间去适应。
512,远峰蓝色,256GB,外关很不错，很精致，漂亮，很喜欢，颜色也是我喜欢的，犹豫了好久也挑选了好多家的最后还是买了这家的，
513,石墨色,256GB,选择很久了，这款手机终于入手了，虽然不能分期支付一次性支付也怪香的，手感款式都很不错，价格大家都一样，这个商家送了手机壳和钢化膜还是不错的，需要一级买充电器，其他的都挺好的，很喜欢了，颜色也大气不错上档次
514,石墨色,256GB,我一直使用习惯苹果手机了，好久就想换了，这次终于换了，用起来真的是非常不错。内存容量大，用起来就方便了&hellip;&hellip;
515,石墨色,256GB,"外形外观：外观很喜欢！
拍照效果：牌照效果也非常棒！
待机时间：待机时间也比以前强多了！"
516,银色,128GB,"外形外观：金属边框使用起来手感很好
屏幕音效：屏幕尺寸够大，还是全面屏，声音效果很好，声音响亮
拍照效果：照片清晰，照片层次感分明
运行速度：运行流畅无卡顿"
517,石墨色,256GB,"快递很快 过年前就能换到新的手机很开心
外形外观：最喜欢的黑色
屏幕音效：肥肠的可以
拍照效果：nice清晰
运行速度：比闪电快"
518,石墨色,128GB 原装20W闪充,"手机是正品，用着很流畅，屏幕很清晰。
屏幕音效：清晰
运行速度：很快
待机时间：持久"
519,石墨色,256GB,"给女朋友买的，她很喜欢。
拍照效果：比苹果的其他系列好
运行速度：运行速度很快
待机时间：正常使用的话一天不需要充电"
520,远峰蓝色,512GB 原装20W闪充,手机非常好，店家服务一流，最快的时间送给到手中，现在pro还是一机难求的情况下，让我更早的拿到，赞?
